15,17,8,18,3,0,14,10,4,9,16,13,2,7,11,1,6,5,12,10,4,5
15,17,8,18,3,0,14,4,9,7,13,5,16,1,11,12,10,2,6,10,4,5
15,17,8,18,3,0,14,10,4,9,7,2,12,16,11,5,6,1,13,10,4,5
15,17,8,18,3,0,14,4,9,7,1,12,6,16,10,2,5,13,11,10,4,5
15,17,8,18,3,0,14,10,4,9,2,7,5,16,12,11,13,1,6,10,4,5
15,17,8,18,3,0,14,10,4,9,6,1,16,11,13,12,5,7,2,10,4,5
15,17,8,18,3,0,14,4,9,7,16,1,13,10,11,6,12,5,2,10,4,5
15,17,8,18,3,0,14,10,4,9,12,1,7,6,13,2,5,16,11,10,4,5
15,17,8,18,3,0,14,10,4,9,16,2,13,6,5,12,7,11,1,10,4,5
15,17,8,18,3,0,14,10,4,9,16,13,6,1,5,2,11,12,7,10,5,4
15,17,8,18,3,0,14,10,4,9,7,13,16,1,5,2,6,11,12,10,5,4
15,17,8,18,3,0,14,10,4,9,12,5,6,1,11,13,16,2,7,10,5,4
15,17,8,18,3,0,14,10,4,9,2,11,13,6,5,1,12,7,16,10,5,4
15,17,8,18,3,0,14,10,4,9,7,13,2,16,6,12,5,1,11,10,5,4
15,17,8,18,3,0,14,10,4,9,2,11,16,13,5,6,7,12,1,10,5,4
14,0,3,18,8,17,15,2,9,12,7,16,5,11,13,6,1,4,10,3,7,9
15,17,8,18,3,0,14,10,4,9,7,11,2,13,16,12,1,5,6,10,5,4
15,17,8,18,3,0,14,10,4,9,16,12,7,2,6,11,1,13,5,10,5,4
15,17,8,18,3,0,14,10,4,9,6,7,2,16,11,5,13,12,1,10,5,4
15,17,8,18,3,0,14,10,4,9,2,11,16,5,7,12,1,6,13,10,5,4
15,17,8,18,3,0,14,10,4,9,2,6,11,5,7,12,13,16,1,10,5,4
15,17,8,18,3,0,14,10,4,9,2,7,12,13,5,16,1,11,6,10,5,4
15,17,8,18,3,0,14,10,4,9,5,11,2,6,7,1,16,12,13,10,5,4
15,17,8,18,3,0,14,4,9,7,11,10,2,5,13,16,1,6,12,10,5,4
15,17,8,18,3,0,14,10,4,9,5,2,13,11,7,16,6,1,12,10,5,4
15,17,8,18,3,0,14,10,4,9,5,12,11,1,6,7,2,13,16,10,5,4
15,17,8,18,3,0,14,10,4,9,1,6,7,12,13,5,2,11,16,10,5,4
15,17,8,18,3,0,14,10,4,9,5,11,7,13,2,6,16,12,1,10,5,4
15,17,8,18,3,0,14,10,4,9,11,13,2,5,16,7,12,6,1,10,5,4
15,17,8,18,3,0,14,10,4,9,11,6,5,12,1,7,2,16,13,10,5,4
15,17,8,18,3,0,14,10,4,9,13,2,16,5,6,12,1,11,7,10,5,4
15,17,8,18,3,0,14,10,4,9,2,16,11,5,6,13,1,12,7,10,5,4
15,17,8,18,3,0,14,10,4,9,2,16,12,7,5,13,6,1,11,10,5,4
15,17,8,18,3,0,14,10,4,9,7,5,13,2,6,1,11,12,16,10,5,4
15,17,8,18,3,0,14,10,4,9,5,11,12,1,6,2,7,13,16,10,5,4
15,17,8,18,3,0,14,10,4,9,2,6,5,13,11,1,12,7,16,10,5,4
15,17,8,18,3,0,14,10,4,9,11,16,2,13,6,7,1,12,5,10,5,4
15,17,8,18,3,0,14,10,4,9,1,6,16,7,12,11,13,5,2,10,5,4
15,17,8,18,3,0,14,10,4,9,7,1,13,6,12,16,11,2,5,10,5,4
15,17,8,18,3,0,14,10,4,9,2,16,12,5,7,11,6,1,13,10,5,4
15,17,8,18,3,0,14,10,4,9,12,2,7,5,11,13,1,6,16,10,5,4
15,17,8,18,3,0,14,4,9,7,16,2,6,10,5,11,12,13,1,10,5,4
15,17,8,18,3,0,14,10,4,9,13,6,5,11,2,16,12,7,1,10,5,4
15,17,8,18,3,0,14,10,4,9,12,1,6,16,11,5,7,13,2,10,5,4
15,17,8,18,3,0,14,10,4,9,13,2,7,5,12,16,11,1,6,10,5,4
15,17,8,18,3,0,14,9,7,5,1,11,12,16,13,10,2,6,4,10,5,4
15,17,8,18,3,0,14,10,4,9,7,11,2,16,12,6,13,5,1,10,5,4
15,17,8,18,3,0,14,10,4,9,16,5,7,1,12,6,11,2,13,10,5,4
15,17,8,18,3,14,10,4,9,2,12,16,1,6,5,11,0,13,7,10,5,4
15,17,8,18,3,0,14,10,4,9,16,7,1,11,12,6,5,2,13,10,5,4
15,17,8,18,3,0,14,1,6,7,5,11,16,2,9,13,10,12,4,6,5,8
15,17,8,18,3,0,14,10,4,9,11,2,12,16,7,5,1,13,6,10,5,4
15,17,8,18,3,0,14,1,4,10,7,6,9,12,13,16,5,2,11,6,5,8
15,17,8,18,3,0,14,10,11,6,2,7,5,9,16,4,1,12,13,10,5,4
15,17,8,18,3,0,14,12,2,7,4,5,9,11,1,6,10,13,16,6,6,7
15,17,8,18,3,0,14,4,9,1,5,11,7,12,2,16,10,13,6,6,4,9
15,17,8,18,3,14,4,9,7,2,0,13,10,11,12,6,16,1,5,10,5,4
15,17,8,18,3,0,14,1,4,9,12,11,16,13,2,5,6,7,10,6,5,8
15,17,8,18,3,0,14,1,6,4,10,12,13,11,7,5,2,9,16,6,5,8
15,17,8,18,3,0,14,4,9,1,10,16,13,11,12,5,6,2,7,6,4,9
15,17,8,18,3,14,10,4,9,2,6,11,16,0,5,12,7,1,13,10,5,4
15,17,8,18,3,0,14,4,2,5,7,10,16,1,6,11,12,9,13,6,5,8
15,17,8,18,3,0,14,4,9,2,10,13,6,7,5,16,11,12,1,6,4,9
15,17,8,18,3,9,4,10,14,1,13,6,0,12,5,11,2,16,7,10,5,4
15,17,8,18,3,0,14,4,1,10,12,9,16,6,7,11,2,13,5,6,5,8
15,17,8,18,3,9,4,10,14,0,13,11,12,1,5,6,2,16,7,10,5,4
15,17,8,18,3,9,4,10,14,0,12,7,11,16,1,13,5,6,2,10,5,4
15,17,8,18,3,14,10,4,9,2,7,5,16,0,6,13,1,11,12,10,5,4
15,17,8,18,3,0,14,1,9,16,11,10,4,6,5,12,13,2,7,6,5,8
15,17,8,18,3,14,10,4,9,2,0,11,6,12,13,1,16,5,7,10,5,4
15,17,8,18,3,0,14,1,4,5,9,2,12,7,6,10,11,13,16,6,5,8
15,17,8,18,3,0,14,4,10,2,7,6,5,9,16,11,1,13,12,6,5,8
15,17,8,18,3,14,10,4,9,2,7,0,5,11,6,12,1,16,13,10,5,4
15,17,8,18,3,0,14,1,10,4,12,9,11,7,13,6,2,16,5,6,5,8
15,17,8,18,3,14,11,6,12,1,2,9,16,4,7,13,0,5,10,10,5,4
15,17,8,18,3,14,0,4,1,9,12,5,11,13,10,16,7,6,2,7,5,7
15,17,8,18,3,14,10,4,9,2,1,13,6,16,12,5,0,11,7,10,5,4
15,17,8,18,3,0,14,1,5,10,9,4,7,12,13,16,6,2,11,6,5,8
15,17,8,18,3,0,14,4,10,9,2,5,12,11,13,6,7,16,1,6,5,8
15,17,8,18,3,0,14,9,12,7,2,6,13,16,11,1,4,5,10,6,6,7
15,17,8,18,3,0,14,1,16,12,11,5,4,7,6,9,13,10,2,6,5,8
15,17,8,18,3,14,10,4,9,2,16,1,11,12,7,5,13,6,0,10,5,4
15,17,8,18,3,0,14,1,9,10,6,16,2,4,11,5,12,13,7,6,5,8
15,17,8,18,3,0,14,11,7,2,5,9,16,6,10,12,13,1,4,6,6,7
15,17,8,18,3,14,10,4,9,2,12,6,16,5,0,7,11,13,1,10,5,4
15,17,8,18,3,14,10,4,9,2,7,0,6,13,16,12,11,5,1,10,5,4
15,17,8,18,3,14,0,2,13,5,10,11,7,1,9,12,16,4,6,7,5,7
15,17,8,18,3,14,10,4,9,2,13,16,0,6,5,11,7,12,1,10,5,4
15,17,8,18,3,14,0,2,7,5,4,13,9,16,1,11,6,12,10,7,5,7
15,17,8,18,3,14,0,9,11,10,1,5,6,12,7,16,13,2,4,7,5,7
15,17,8,18,3,14,0,10,9,6,5,1,11,12,16,2,7,13,4,7,5,7
15,17,8,18,3,0,14,4,9,2,6,16,13,12,1,10,7,5,11,6,5,8
15,17,8,18,3,14,10,4,9,2,11,16,6,0,13,5,1,7,12,10,5,4
15,17,8,18,3,0,14,4,10,2,6,1,12,7,9,5,16,11,13,6,5,8
15,17,8,18,2,9,4,14,0,12,7,10,11,16,3,5,13,6,1,5,5,9
15,17,8,18,3,14,0,5,7,2,13,10,16,11,6,4,9,12,1,7,5,7
15,17,8,18,3,14,0,2,6,9,13,4,5,10,11,1,16,12,7,7,5,7
15,17,8,18,3,14,0,12,2,11,4,9,16,10,13,6,1,5,7,7,5,7
15,17,8,18,3,14,0,16,13,12,6,1,7,2,10,5,4,9,11,7,5,7
15,17,8,18,3,0,14,1,4,10,16,7,13,11,12,6,5,2,9,6,5,8
15,17,8,18,3,14,10,4,9,2,16,0,12,11,5,7,6,13,1,10,5,4
15,17,8,18,3,14,0,7,2,11,4,6,5,10,12,9,13,1,16,7,5,7
15,17,8,18,14,0,3,9,1,6,11,7,16,2,4,5,10,13,12,6,6,7
15,17,8,18,14,0,3,7,2,12,9,13,10,5,4,16,11,6,1,6,6,7
15,17,8,18,14,0,3,13,11,1,12,6,10,4,9,7,5,16,2,6,6,7
15,17,8,18,14,0,3,9,2,11,10,13,5,4,7,1,16,6,12,6,6,7
15,17,8,18,14,0,3,4,6,2,10,11,5,7,16,12,9,1,13,6,6,7
15,17,8,18,3,14,10,4,9,2,11,6,7,5,1,13,12,0,16,10,5,4
15,17,8,18,14,0,3,11,6,2,16,7,12,9,5,4,13,10,1,6,6,7
15,17,8,18,14,0,3,9,12,5,4,1,11,13,2,7,16,6,10,6,6,7
15,17,8,18,3,14,0,13,2,12,6,10,16,9,5,4,7,1,11,7,5,7
15,17,8,18,3,14,0,9,2,12,13,6,4,5,7,16,11,10,1,7,5,7
15,17,8,18,14,0,3,9,12,6,1,10,4,13,5,2,11,16,7,6,6,7
15,17,8,18,14,0,3,4,9,5,1,12,11,13,6,10,16,2,7,6,6,7
15,17,8,18,14,0,3,9,13,6,5,1,4,10,16,12,2,7,11,6,6,7
15,17,8,18,14,10,13,11,6,12,1,9,7,0,16,3,5,2,4,11,4,4
15,17,8,18,14,16,13,11,6,12,1,5,0,4,9,7,3,10,2,11,4,4
15,17,8,18,14,0,3,11,6,4,5,2,9,7,13,12,16,10,1,6,6,7
15,17,8,18,0,14,4,9,2,7,5,11,10,1,13,16,6,3,12,5,5,9
15,17,8,18,14,0,3,4,10,12,9,2,7,16,6,11,5,13,1,6,6,7
15,17,8,18,14,11,13,10,9,2,12,1,16,6,5,0,4,7,3,10,5,4
15,17,8,18,14,0,3,6,10,2,12,4,11,5,13,9,16,1,7,6,6,7
15,17,8,18,14,0,3,1,6,5,7,11,12,4,13,16,10,9,2,6,6,7
